conversation_id,id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,author_id,text,created_at,in_reply_to_user_id
1385398257858326530,1385398257858326530,0,0,0,0,219346387,"#Vacina contra a #Covid desenvolvida pela #UFPR está em estágio avançado

#Parana #CornelioProcopio 
https://t.co/ms3RNJ2HY7",2021-04-23T01:00:58.000Z,
1385340009050513411,1385340009050513411,0,0,4,0,389031552,"Ainda em fase de testes, a vacina paranaense da @UFPR que poderá custar apenas R$ 10 a dose já apresentou ótimos resultados #RICMais 
https://t.co/hgHDJ8WQF0",2021-04-22T21:09:31.000Z,
1385289853030514695,1385289853030514695,0,0,0,0,67712941,Os resultados do projeto devem contribuir com uma alternativa economicamente viável para a produção de uma vacina segura e https://t.co/Xo7TGdXlne #covid #governodoparaná #paraná #ufpr #vacinas,2021-04-22T17:50:13.000Z,
1385221888310382592,1385221888310382592,3,0,6,0,1017112280696328193,"O #TardeNacionalAmazônia conversou com a infectologista da @UFPR, Cristina Oliveira. A médica ressaltou a importância do uso de máscaras para enfrentar a pandemia de #covid19. Confira a entrevista: https://t.co/C9SGPK5XTo. 
📷TV Brasil https://t.co/M1PenAQrZl",2021-04-22T13:20:09.000Z,
1384903710246060035,1384903710246060035,1,0,2,0,1265892619999199232,"Perdeu a #QuartaSindical ? Não se preocupe, basta clicar no link e assistir.
Uma vacina paranaense contra a Covid-19 da UFPR. Com o reitor da @UFPR, @ricardo_marcelo e o professor e pesquisador, Emanuel Maltempi de Souza.

#VacinaJá #VacinaDaUFPR 

https://t.co/byraP0r5kP",2021-04-21T16:15:49.000Z,
1384612140896727045,1384612140896727045,0,0,7,0,1265892619999199232,"Uma vacina paranaense contra a Covid-19 da UFPR. Essa é a pauta do #QuartaSindical de amanhã que receberá o reitor da @UFPR , @ricardo_marcelo e o professor e pesquisador da instituição, Emanuel Maltempi de Souza.

#VacinaJá #VacinaDaUFPR #VacinaParaTodos

https://t.co/lV8ma0MShA",2021-04-20T20:57:13.000Z,
1384212886478725129,1384212886478725129,12,1,15,1,64728191,"Ketelen Oliveira, doutoranda no Programa da Pós - Graduação em Genética da UFPR, fala do “PET SOS, Pandemia!”, game desenvolvido para conscientizar sobre a importância das medidas preventivas contra a COVID-19.
#labi #ufscar #cdmf #ciência #fapesp #ufpr #covid19 #coronavírus https://t.co/ZORxckka5h",2021-04-19T18:30:44.000Z,
1383174737187201024,1383174737187201024,3,0,2,0,36245461,"Excelente matéria produzida pela @UFPR sobre as diferenças entre as máscaras na proteção contra o coronavírus e quais as situações mais indicadas para cada uma.  🤓
https://t.co/NYWAYMewdS",2021-04-16T21:45:30.000Z,
1383103896231538694,1383103896231538694,0,0,0,0,830052063891558400,"O coronavírus fica por quanto tempo em materiais e ambientes?

Cientistas da @UFPR respondem estas e outras dúvidas sobre a Covid-19; confira:

https://t.co/IK4iRNJ5Lv

via @pluraljorbr",2021-04-16T17:04:00.000Z,
1383050296880943106,1383050296880943106,0,0,2,0,66441568,"📍 A partir desta sexta-feira (16), Curitiba fará parte de um estudo de monitoramento da presença do novo coronavírus em amostras coletadas em sistemas de esgoto.

👁🗨 Leia mais sobre os Pontos de Coleta:

🔗 https://t.co/U9OVPFH1Hb

#curitiba #coronavirus #ana #ufpr https://t.co/RHUnIKVbUk",2021-04-16T13:31:01.000Z,
1382787069769048070,1382787069769048070,1,0,10,0,824285052590845955,⚠️ Vestibular da @UFPR remarcado para 18 de julho. A realização está condicionada às condições epidemiológicas da Covid-19.,2021-04-15T20:05:03.000Z,
1374802193761542145,1381254420697128960,1,0,0,0,770481850733256708,"@g1 Cloroquina como medicamento preventivo para Covid-19 pode causar hepatite medicamentosa, doente vai necessitar de diálise e risco de morte.
Vergonha! E os médicos e Pazuello no #Brasil tem proteção do @Medicina_CFM #intercept
#CPIdaPandemiaJa
#senado @UFPR
https://t.co/BpxsXyRKx3",2021-04-11T14:34:51.000Z,8802752
1380636647558119429,1380636647558119429,0,3,2,0,112786548,"Usar duas máscaras ao mesmo tempo? Comprar um modelo PFF2, N95 ou preferir a máscara cirúrgica? Veja o que protege mais contra covid-19 #tribunapr #ufpr #covid19
https://t.co/stEwDfYGUd",2021-04-09T21:40:02.000Z,
1379520288111616002,1379520288111616002,10,2,50,0,36244117,"A real é que o brasil não se deu conta do tamanho da tragédia. Uma pesquisa da @UFPR mostrou que a variante P1 é mais letal entre os jovens: ""o risco de morte pela nova variante aumentou em 93% para pessoas de 30 a 39 anos"".
https://t.co/87B6hTdxpc",2021-04-06T19:44:01.000Z,
1379494114333487105,1379494114333487105,1,0,1,0,1334897483642793991,"#PergunteAosCientistas edição cuidados redobrados na pandemia.  

Cientistas da @UFPR responderão dúvidas sobre a Covid-19. Tem alguma pergunta? Envie aqui nos comentários ⬇

Saiba mais informações em: 
👉https://t.co/S9XPVnPKDE👈 https://t.co/SdkuyyMHZc",2021-04-06T18:00:01.000Z,
1379193052087078913,1379193052087078913,2,1,1,0,1334897483642793991,"#PergunteAosCientistas edição cuidados redobrados na pandemia.

Os cientistas da @UFPR respondem dúvidas da sociedade sobre a Covid-19, neste momento mais crítico que estamos passando. 

Envie sua pergunta aqui nos comentários⬇️
https://t.co/S9XPVnPKDE",2021-04-05T22:03:42.000Z,
1376862954151350273,1376862954151350273,0,0,0,0,134863292,"#pesquisa #UFPR #Paraná #vacina #Covid19 
 https://t.co/a4KCC71asR",2021-03-30T11:44:43.000Z,
1376615213751996423,1376615213751996423,0,1,1,0,1230325366486700032,Vacina paranaense!!! Alô @RafaelGreca Alô @ratinho_jr !!!! 🧫🔬🧬 💉💉💉#UFPRVACINA #VACINACOVID #UFPR #PARANÁ  #coronavirus https://t.co/4zMBs7NIZm,2021-03-29T19:20:17.000Z,
1376586667054743558,1376594313992372225,0,0,3,0,1230325366486700032,@assembleia_PR @UFPR É disso que eu estou falando!!! #VacinaUFPR #PARANÁ #Brasil #UFPRVAC #COVID19 #coronavirus,2021-03-29T17:57:14.000Z,236508151
1376586667054743558,1376586667054743558,29,2,145,27,236508151,"Olha de notícia bacana: desenvolvida pela @UFPR, o Brasil pode ganhar uma vacina contra #COVID19 no ano que vem. 100% paranaense, o imunizante criado a partir de estudos realizados no Estado está em fase pré-clínica de testes.
https://t.co/ZZT3JyzIav",2021-03-29T17:26:51.000Z,
1376585170715873289,1376585170715873289,0,1,5,0,236508151,Em mais uma reunião remota da Frente Parlamentar do #coronavirus foi debatida compra de vacinas; desenvolvimento de um imunizante pela @UFPR; situação dos hospitais psiquiátricos ao longo da pandemia e o estoque de oxigênio no estado. Veja o que falaram alguns dos participantes👇🏻 https://t.co/BVEnWYO2V2,2021-03-29T17:20:55.000Z,
1375783876107321347,1375918193190043652,0,0,0,0,1350520993081683969,"@JanainaDoBrasil MENTIRA DESLAVADA TAMBÉM NÃO FOI O BUTANTAN, quem começou esse desenvolvimento foi uma equipe de pesquisadores do Paraná
👇👇👇👇👇👇👇👇
@saudep
@hospitalpp
@UFPR

https://t.co/7rnBJRmSsj",2021-03-27T21:10:35.000Z,759001618884939776
1375554377046450179,1375554377046450179,0,0,1,0,1290280697610076165,Paraná participa de testes do antiviral que combate a multiplicação do Covid-19 na fase precoce da doença.  Uma descoberta muito importante no combate à pandemia. https://t.co/D1Met7oOxP #OAssuntoÉFarmacia #Siga #Brasil #Covid19 #Saude #Pesquisa #Pandemia #VacinaParaTodosJa #UFPR https://t.co/BCGksM8L4Y,2021-03-26T21:04:54.000Z,
1375284413072777217,1375284413072777217,0,0,0,0,888605451725799425,"@UFPR linda do meu coração, como anda o desenvolvimento da Vacina?
https://t.co/qjyps064Rr",2021-03-26T03:12:10.000Z,23978439
1372630131496341507,1372630131496341507,1,0,4,0,112786548,"A confirmação vai depender da evolução da pandemia do coronavírus nos próximo meses e isso é imprevisível. https://t.co/vaRhG1rLMp

#vestibular #UFPR #estudantes #Curitiba #TribunaDoParaná",2021-03-18T19:25:00.000Z,
1372002252009902080,1372002252009902080,0,0,1,0,27776767,"Meu irmão e minha cunhada com covid. Ele, em boas mãos, no HC da @UFPR. Ela, em casa porque tomou a vacina. Liguei para minha tia, que mora em Blumenau, para saber como ela e a família estão se cuidando e descobri que outras duas tias não vão tomar a vacina.
#BolsonaroGenocida",2021-03-17T01:50:02.000Z,
1371839753906221062,1371839753906221062,0,0,0,0,77844379,"Assisti agora uma mesa redonda de professores da @UFPR sobre Covid. Um especialista em invemectina disse que ela é maravilhosa, ""mas NÃO para Covid"". Ou seja. Pra função dela, é ótima. Mas não funciona contra covid",2021-03-16T15:04:19.000Z,
1371836080161484814,1371836081809817604,0,0,2,0,1334897483642793991,"Perdeu? Quer reassistir ou compartilhar com amigos? Acesse o vídeo no nosso YouTube: https://t.co/M6pW53jCrx
(+)

#Ciencia #ufpr #divulgaçãocientífica #Covid_19 #coronavirus #ivermectina #cloroquina #pandemia #tratamentoprecocecovid19",2021-03-16T14:49:44.000Z,1334897483642793991
1371554461655654402,1371567325573476355,0,1,6,0,2778882620,"@vitormfd @akatadrummond @UFPR Cara na minha opinião a federal tinha q ser feita lá naquela época junto com enem, pq depois disso só foi ladeira abaixo com os casos de covid, agr sabe lá Deus quando vai amenizar isso pra gnt fazer o vestibular",2021-03-15T21:01:47.000Z,1009605411220148230
1371554461655654402,1371566875180732416,0,4,5,0,1009605411220148230,@akatadrummond @gwithcris @UFPR ue se for ver a lógica quem não foi fazer o enem por causa da pandemia também não faria a prova da ufpr ja q a covid tá muito pior do que quando foi o enem 🤷‍♂️,2021-03-15T21:00:00.000Z,1114959106719264784
1370790109545701383,1371515146527518727,0,0,0,0,116490879,"@UFPR E o vestibular? Covid explodindo no PR, falta absoluta de leitos, prefeito de Curitiba pedindo socorro, e vcs não se pronunciam? Vão deixar que o fiasco que aconteceu no concurso da PC/PR se repita? Demonstrem mais respeito pelos candidatos!",2021-03-15T17:34:27.000Z,23978439
1371471683006169088,1371471683006169088,8,2,9,0,1334897483642793991,"Amanhã é dia de Divulga Ciência AE🔬 

Um debate online com cientistas da @UFPR sobre o uso dos medicamentos cloroquina e ivermectina no combate ao coronavírus: fantasia ou realidade? 
A transmissão começa às 10h, no YouTube da Agência Escola UFPR!
👉Anote na agenda e não perca! https://t.co/VFoSf8HkUJ",2021-03-15T14:41:44.000Z,
1370152048302424066,1370152048302424066,2,0,0,0,1334897483642793991,"Vem aí a 2ª edição do Divulga Ciência AE!

Dia 16 de março, a partir das 10h, no canal do Youtube da #AE. Conheça os cientistas que participarão do evento⬇️

#Ciencia #ufpr #divulgaçãocientífica #Covid_19 #coronavirus #ivermectina #cloroquina #pandemia #tratamentoprecocecovid19 https://t.co/NG8fr1vjUN",2021-03-11T23:17:59.000Z,
1370112514994868226,1370112524385935367,0,1,3,0,55650643,"🔹Pesquisadores da PUCPR, da @UFPR e da @fiocruz  trabalham juntos em um estudo pioneiro que usa células-tronco no tratamento de pacientes com a Covid-19. Confira: https://t.co/6QfbZHRUtC",2021-03-11T20:40:55.000Z,55650643
1369389493871140869,1369389495552983040,1,0,0,0,1334897483642793991,"O evento é uma parceria com o Setor de Ciência Biológicas da @UFPR e contará com a participação de cientistas da área.

#ciência #ufpr #divulgaçãocientífica #AE #AgenciaEscolaUFPR #covid #covid_19 #coronavírus #ivermectina #cloroquina #pandemia #medicina #tratamentoprecocecovid19",2021-03-09T20:47:52.000Z,1334897483642793991
1367949891394273285,1367949891394273285,2,1,3,0,1334897483642793991,"#PergunteAosCientistas especial volta às aulas✏️

Dúvidas sobre os processos pedagógicos na pandemia e cuidados com a covid-19? Cientistas da @UFPR  respondem!
Envie sua pergunta aqui nos comentários⬇️ https://t.co/WIuDoZiOVk",2021-03-05T21:27:24.000Z,
1367608947956453377,1367608947956453377,1,0,2,1,1334897483642793991,"Vem aí a segunda edição do #DivulgaCiênciaAE! 

Fique conectado! Em breve mais informações em nossas redes😉
#ciência #ufpr #divulgaçãocientífica #AgenciaEscolaUFPR #covid #covid_19 #coronavírus #ivermectina #cloroquina #pandemia #medicamentos #medicina #tratamentoprecocecovid19 https://t.co/Du3cijEh5i",2021-03-04T22:52:36.000Z,
1367459816126484485,1367459816126484485,3,0,1,0,1334897483642793991,"#PergunteAosCientistas edição volta às aulas📘✏️  
Cientistas da Educação da @UFPR responderão dúvidas sobre impactos da pandemia no aprendizado das crianças e também sobre cuidados com a Covid-19. Tem alguma pergunta? Envie ela aqui nos comentários ⬇

https://t.co/guLqQ0tsp9",2021-03-04T13:00:00.000Z,
1366889967327342593,1366889967327342593,0,0,5,0,58648556,"A @UFPR só me orgulha, vai abrir 16 novas UTIs Covid.",2021-03-02T23:15:38.000Z,
1366482876565487620,1366482876565487620,3,1,6,0,1334897483642793991,"#PergunteAosCientistas 

Por meio do ""Pergunte aos Cientistas"", pesquisadores da @UFPR respondem as dúvidas da sociedade sobre a Covid-19. Dessa vez o tema foi ""vacinas"". Vem conferir!

https://t.co/JQ7lG3fQOH",2021-03-01T20:18:00.000Z,
1364621096373391361,1364621096373391361,0,0,3,0,1035275363855810560,@UFPR parabéns pra vocês que adiaram a prova mascarando a incompetência pela COVID e agora marcaram a prova NO MESMO DIA DO PSS3. o mínimo que vocês devem é o reembolso aos vestibulandos que DESISTIRAM de fazer a prova pela FALTA DE ORGANIZAÇÃO de vocês.,2021-02-24T16:59:57.000Z,23978439
1364591155401351168,1364591155401351168,0,0,0,0,1095359789708820481,"Scrutinizing the heterogeneous spreading of COVID-19 outbreak in large territorial countries, de los co-autores de la UFPR @UFPR, UEA @UEA_AMAZONAS y la Udesc @udesc Brasil #covid19 #heterogeneousspreading #coronavirus 
https://t.co/N1Q2cw9MVL https://t.co/YxVIGVcVJ0",2021-02-24T15:00:58.000Z,
1363969104361758722,1364239716208508928,0,1,0,0,1041365780288495616,"@AquinoJami @UFPR No vestibular de 2019 foram 40 mil inscrições, não tem como acomodar esse número de gente de maneira segura.

Salas de aulas só com professores para treinamento esse ano já registraram casos de covid, o que você imagina que aconteceria com 40 mil pessoas, a maioria adolescente?",2021-02-23T15:44:29.000Z,1140965846594007040
1363969104361758722,1363999555189096450,0,4,9,0,1041365780288495616,"@UFPR Poderia ter avisado antes, muito em cima da hora. Mas ainda assim a melhor decisão possível, tem nem 100 leitos no PR inteiro e indicativo de eventual colapso do sistema de saúde

Se tem escola já com casos de covid só com professores recebendo treinamento, imagina no vestibular.",2021-02-22T23:50:10.000Z,23978439
1363969104361758722,1363975613019795458,0,1,1,0,54517080,"@gigibsy @20tompessoa @UFPR Moça, tem lei que durante a pandemia do coronavírus a remarcação ou cancelamento  poderá ser gratuita 

Vale até outubro deste ano 

https://t.co/HQfKUBBbvj",2021-02-22T22:15:02.000Z,1112910940503244800
1363433393606840322,1363512973453643780,0,0,3,0,348792018,"@madeiradez E o q vai acontecer após a banca da @UFPR ter feito mais de 106 mil candidatos de idiotas, além do risco de contaminação generalizada pela COVID (o vírus pode ter sido trazido e também levado pelos concurseiros para seus municípios)? Em Bananolândia ficará tudo por isso mesmo!",2021-02-21T15:36:40.000Z,243009503
1363510463561097216,1363510463561097216,0,2,1,0,1069702302557184002,"Gente, e a @UFPR que cancelou HOJE, 5h42, um concurso que ocorreria de tarde? Alegou ter verificado falha na segurança nos protocolos pra Covid. Injustificável, a meu ver, uma vez que tal verificação poderia ter sido feita com maior antecedência",2021-02-21T15:26:41.000Z,
1363481560553463810,1363481560553463810,0,0,1,0,1304418946892914688,"Vocês são todos inocentes! A @UFPR usou o concurso da PCPR para trazer 135 MIL concurseiros aqui e testar o plano de imunidade de rebanho deles! Quem não pegar COVID com o caos que o aeroporto e a rodoviária está, nao pega mais! UFPR VACINANDO VOCE COMPULSORIAMENTE!",2021-02-21T13:31:50.000Z,
1363449053527371776,1363449053527371776,3,0,19,1,1325631192478216193,"140 mil pessoas acordaram para fazer o concurso para três cargos da @policiacivilpr, mas foram surpreendidas com o cancelamento da prova. 

Só hoje a banca da @UFPR descobriu que os protocolos contra a COVID não eram adequados? 

Planejamento zero.",2021-02-21T11:22:40.000Z,
1363247108078374925,1363247108078374925,0,1,0,0,112786548,"Vontade foi pro mundo virtual! https://t.co/pgKSvx2f8k

#coronavírus #covid19 #UFPR #USP #jogo #TribunaDoParaná",2021-02-20T22:00:13.000Z,
1363223249958694913,1363223249958694913,0,0,4,0,229304492,@UFPR me explica qual o sentido de escolas e outras faculdades voltarem aulas presencial e vcs nao?? Até parece q vcs nao voltando com aula presencial vai ser a cura do covid,2021-02-20T20:25:24.000Z,23978439
1363060859896012800,1363062919131463692,0,1,1,0,1224371291177832453,@Wcolodino1 @UFPR Já estamos em um momento difícil! Possivelmente enfrentaremos aglomeração... e ainda fazem isso com a gente! Sem falar que em caso de sintomas de covid a pessoa é desclassificada!!!!! Um absurdo!!!!!,2021-02-20T09:48:19.000Z,1363058142804852736
1361793125308596224,1361809678867521538,0,0,3,0,26800626,"@JessycaAmandaRN @UFPR @ratinho_jr @pcpr_oficial https://t.co/ntg1pCCph9

Vai dar 💩, e das grandes!!",2021-02-16T22:48:23.000Z,4747420401
1360236355587031045,1360236355587031045,0,0,2,0,109334435,"Cientistas da @UFPR responderão dúvidas sobre vacinas contra a Covid-19.
Tem alguma pergunta? Envie nos comentários da @AEufpr ⬇
#JuntospelasVacinas #VacinaSim #agenciaescolaufpr #divulgaçãocientífica #COVID1 https://t.co/TOrD0apsWp",2021-02-12T14:36:33.000Z,
1360234927095226368,1360234927095226368,3,0,6,1,1334897483642793991,"#PergunteAosCientistas especial Vacinas 💉

Cientistas da @UFPR responderão dúvidas sobre vacinas contra a Covid-19.
Tem alguma pergunta? Envie ela aqui nos comentários ⬇

#JuntospelasVacinas #VacinaSim #agenciaescolaufpr #divulgaçãocientífica #COVID19 

https://t.co/giiOOt0wTB",2021-02-12T14:30:53.000Z,
1359890735445798913,1359890735445798913,1,0,2,0,1272297370663956482,"This is an impressively simple and quick test for SARS-CoV-2 antibodies that hopefully will have a strong impact!

#coronavirus @UFPR @uni_tue @ACS_Sensors https://t.co/RHsh1qjxI0",2021-02-11T15:43:11.000Z,
1359255883813969922,1359255883813969922,0,0,5,1,978356304191385600,"hoje vi meu amigo rorujo e fiz exame de covid pela @UFPR, só coisa boa",2021-02-09T21:40:31.000Z,
1359190675493974018,1359190884412239879,0,0,7,0,245619646,obrigado @UFPR por me deixar testar pra covid de GRAÇA e sem cutucar meu cérebro com cotonete,2021-02-09T17:22:14.000Z,245619646
1359090909061783560,1359090909061783560,4,0,10,0,124397553,New rapid test to detect #coronavirus #antibodies developed: Results in just twelve minutes – New test beats ELISA method https://t.co/ijKHnGfHs1 #COVID19 #uni_tue #coronavirus #SARSCov2 #rapidtest @Selim_Khaled_ @UFPR @CoE_CMFI @ACSPublications https://t.co/PMWowPsDuT,2021-02-09T10:44:58.000Z,
1359089798531670018,1359089798531670018,10,0,18,0,124397553,Neuer #Schnelltest zum Nachweis von #Corona-Antikörpern entwickelt: Ergebnis in nur zwölf Minuten - deutlich schneller als ELISA-Verfahren https://t.co/u1pOfgxJ46 #uni_tue #COVID19 #coronavirus #SARSCov2 @Selim_Khaled_ @UFPR @CoE_CMFI @ACSPublications https://t.co/xd5lekOpcO,2021-02-09T10:40:33.000Z,
1358724370965929990,1358724370965929990,0,0,0,0,134863292,"#vacina #Paraná #UFPR
 https://t.co/jxuBwL7j0x",2021-02-08T10:28:28.000Z,
1357856540967923713,1358158725316542468,0,0,0,0,1351853758104403969,"@gleisi @UFPR Lugares onde não se pega coronavírus: cracolândia, baile funk, ônibus lotado, Caribe, Miami e estádio do Maracanã. Se você discorda, você é um negacionista da ciência",2021-02-06T21:00:48.000Z,31139434
1357856540967923713,1358157402747539456,0,0,1,0,1357998551620603907,"@gleisi @UFPR O  Cangaceira @gleisi ,bem wue vc poderia  pegar essa Covid,  aí  seria cuidada pelo Governo que vc ataca...safada",2021-02-06T20:55:32.000Z,31139434
1358128410858520576,1358128410858520576,5,0,16,0,112786548,"#MaisLIdas: Vem vacina! https://t.co/pOsoyktPR7

#vacina #coronavírus #covid19 #UFPR #Brasil #produção #TribunaDoParaná",2021-02-06T19:00:20.000Z,
1358022937849319426,1358022939795476481,0,1,0,0,1044702540590456833,"Tarde demais p/ reconhecer que a cloroquina não funciona p/ covid-19, mas também não é placebo. Outra Fake News! Estudo da @UFPR mostra que prejudica a circulação sanguínea, coração e pulmões. Você sa...",2021-02-06T12:01:14.000Z,1044702540590456833
1357856540967923713,1358020580688228352,0,0,0,0,3112339413,"@gleisi @UFPR Quase um ano após início da pandemia no Brasil, agora que os conselhos, federações e classe médica se manifestou contra os tratamentos com remédios que não fazem efeito algum no combate ao Covid-19, onde estavam esta gente?",2021-02-06T11:51:51.000Z,31139434
1357856540967923713,1357997774504099840,0,0,0,0,1351119766656868355,"@WTNascimento @gleisi @UFPR Mesmo caso da cloroquina e covid. In vktro, funcionou, em humanos, hoje já  se sabe que não  funcionou para a Zika e não  funciona para covid",2021-02-06T10:21:14.000Z,166823143
1357856540967923713,1357974581651402755,1,2,2,0,65729936,"@gleisi @UFPR Nem ivermectina, disse a merck, laboratório q a produz. Em Natal o prefeito distribuiu e fez a sua campanha como preventivo da covid",2021-02-06T08:49:04.000Z,31139434
1357856540967923713,1357971086021963776,2,0,3,0,2802290118,@gleisi @UFPR É um pulha ignorante: placebo é o pãozinho que ele come de manhã. O remédio que ele receitou pro povo tem princípio ativo e provoca vários efeitos farmacológicos (exceto curar Covid) e colaterais. Assassino.,2021-02-06T08:35:11.000Z,31139434
1357856540967923713,1357921197208576002,0,0,0,0,1043232173770395650,@gleisi @UFPR https://t.co/MhUGQRRbsN https://t.co/LnurehpFRO,2021-02-06T05:16:57.000Z,31139434
1357856540967923713,1357859692949737473,0,0,0,0,103943289,"@gleisi @UFPR Um estudo que confirma o que você quer dizer,e pronto! Aí está a verdade! Por acaso sabe quantos estudos sobre esse assunto existem? E que muitos dizem o contrário em relação ao efeito contra COVID-19?",2021-02-06T01:12:33.000Z,31139434
1357856540967923713,1357858199584571393,0,0,0,0,414040909,"@gleisi @UFPR Em plena crise de saude (Covid-19) PT envolvido em INEFICIÊNCIA, o mais triste e que foi envolvendo Hospitais nesse momento. #PTnuncaMais

https://t.co/Ll0yyyY0xE",2021-02-06T01:06:37.000Z,31139434
1357856540967923713,1357856540967923713,411,107,1607,20,31139434,"Tarde demais p/ reconhecer que a cloroquina não funciona p/ covid-19, mas também não é placebo. Outra Fake News! Estudo da @UFPR mostra que prejudica a circulação sanguínea, coração e pulmões. Você sabia o que estava fazendo Capitão Cloroquina!",2021-02-06T01:00:01.000Z,
1357777834627002370,1357777846354255875,0,1,4,0,22988853,"6. Cloroquina pode danificar vasos sanguíneos, mostra estudo brasileiro, conduzido na @UFPR. Além desta pesquisa, estudos robustos em humanos mostram que ela aumenta o risco de complicações cardíacas e não traz benefícios na evolução da Covid-19.  

https://t.co/Lgcz9ReNae",2021-02-05T19:47:19.000Z,22988853
1357766599428685825,1357769252682559489,0,0,0,0,922038961966669824,"@gleisi @UFPR Nossa! Antes todo mundo tomava antes do Covid a mais de 70 anos e nunca houve nenhuma pessoa com ""estudos científicos"" sobre isso. Curioso né?",2021-02-05T19:13:10.000Z,31139434
1357130580291424258,1357769025422581760,0,0,1,0,922038961966669824,"@UFPR Nossa! Antes todo mundo tomava antes do Covid a mais de 70 anos e nunca houve nenhuma prssoa com ""estudos científicos"" sobre isso . Curioso né?",2021-02-05T19:12:16.000Z,23978439
1357664015925665794,1357685823634825219,0,0,0,0,1239223790493712386,@neife_14 @portalR7 @UFPR @jairbolsona Quem matou foi o covid que não sente nem cossegas com tratamento precoce. ADMITE PORRA,2021-02-05T13:41:39.000Z,1532104165
1357672871896748032,1357680831179931654,0,0,1,0,1162900064731316224,"@neife_14 @UFPR Segue o artigo para a senhora ler, pode baixar pelo scihub! Com sua formação em farmacologia vai compreender o estudo! O que foi descoberto está previsto na bula, em pessoas com cardiopatia pode gerar danos graves. O covid gera sequelas no pulmão e coração, ou seja, 1 + 1 = 2",2021-02-05T13:21:49.000Z,1532104165
1357485376156426245,1357648688139669506,0,1,0,0,511817737,"@lidi_brasil @reinaldoazevedo @UFPR Tá pensa comigo, existe um organismo esse organismo está infectado com a malária ele toma a cloroquina e melhora. Sem efeitos colaterais graves. Agora esse mesmo organismo foi infectado pelo covid qual o impedimento  dele não poder tomar a cloroquina novamente?",2021-02-05T11:14:05.000Z,93019291
1357485376156426245,1357517805227245569,0,1,2,0,93019291,"@MarceloRms_98 @reinaldoazevedo @UFPR Onde está escrito isso? Vc certamente não leu o artigo, pq o próprio fala da relação do custo benefício do uso do medicamento, já que toda droga tem efeito adverso. No caso da cloroquina, só há potencialização no agravamento da doença, sem benefícios para Covid, não pra malária",2021-02-05T02:34:00.000Z,511817737
1357130580291424258,1357421897139564551,0,0,1,0,1327229417878409216,"@rickywillians @SandraL53264186 @UFPR Já procurei
Muito
Achei so estudo in vitro, retrospectivo,  literatura cinza
Nenhuma metanalise ou revisão sistemática que afirmasse que hidroxicloroquina ou ivermectina reduz morte por covid.
Por isso pedi pra vc me mandar , vai que eh algum que não vi ainda ?",2021-02-04T20:12:54.000Z,34326165
1357421817477087234,1357421817477087234,0,0,2,0,1208411624995983360,https://t.co/fyOTqgBuB6 tomei com malaria e por covid e não tiver nada e tomei a mais de 40 anos por 2 malarias e agora seis meses tô e não tenho nada @UFPR @Biakicis @danielPMERJ @radardamidia @carmelonetobr @Rconstantino @GFiuza_Oficial,2021-02-04T20:12:35.000Z,
1357130580291424258,1357421115602325506,0,2,7,0,2305755556,"@AndreCaon @UFPR Já foram feitos, pelo menos 3 GRANDES. E esta droga não funciona contra Covid-19!",2021-02-04T20:09:48.000Z,145513800
1357130580291424258,1357413376482291713,0,1,0,0,34326165,@JovemDeMeiaIdad @SandraL53264186 @UFPR Coronalover. Ok. torcedor do covid futebol clube. ..fica bravinho não.,2021-02-04T19:39:03.000Z,1327229417878409216
1357130580291424258,1357411861558398977,0,1,0,0,34326165,"@JovemDeMeiaIdad @SandraL53264186 @UFPR As vacinas foram totalmente testadas..? Cadê os testes nas grávidas ?
Crianças ?
Idosos ?
Pessoas que já tiveram covid?
Alergias em geral ?..

A Anvisa cobrou essas respostas. Os milionários laboratórios . Não deram e ainda exigiram que não arcassem com indenizações.",2021-02-04T19:33:01.000Z,1327229417878409216
1357130580291424258,1357407357916098560,0,1,1,0,1327229417878409216,"@rickywillians @SandraL53264186 @UFPR Relato de pessoas realmente não serve. Eu não usei nada e me curei da COVID. 
Se as pessoas que usaram cloroquina e  se curaram não tivessem tomado, também teriam se curado.
Gostaria sim de ver esses estudos. Podemos debater sobre eles",2021-02-04T19:15:08.000Z,34326165
1357130580291424258,1357400772170891267,0,1,2,0,1327229417878409216,"@rickywillians @SandraL53264186 @UFPR O governo distribui kit covid com esses medicamentos 

Sobre o uso, já foram realizados ensaios clínicos com todas essas drogas e concluído que não ajudam na covid",2021-02-04T18:48:58.000Z,34326165
1357130580291424258,1357399921373151235,1,0,3,0,1242533735578419201,"@deborahast172 @joaodogoias @UFPR @FadaIlha Ele tem TUDO à disposição dele. Todo tipo de tratamento de ponta. Então é fácil obrigar os médicos da rede pública a prescreverem Ivermectina, Cloroquina, que são placebos para a Covid, mas, que têm ""n"" efeitos colaterais. Muita gente teve Covid, mas acabou morrendo de infarto.",2021-02-04T18:45:35.000Z,1325031844606337024
1357130580291424258,1357399764552323073,0,1,1,0,1327229417878409216,"@rickywillians @SandraL53264186 @UFPR A propaganda do governo diz outra coisa
Que se usassem cloroquina não teria tantas mortes.
Cloroquina não teve eficácia para redução de morte por covid independentemente da fase de administração
O que ajuda eh ATENDIMENTO MEDICO precoce,  não tratamento precoce com esse kit covid",2021-02-04T18:44:57.000Z,34326165
